iter	Accuracy	Logloss
0	0.9276315789	0.6159341966
1	0.9429824561	0.5562438508
2	0.9429824561	0.5048258474
3	0.9473684211	0.4662101754
4	0.9495614035	0.4195282775
5	0.9539473684	0.3785259832
6	0.9583333333	0.3448580487
7	0.9583333333	0.3243860873
8	0.9605263158	0.2949547433
9	0.9649122807	0.2724155898
10	0.9605263158	0.2524001473
11	0.9605263158	0.2363239348
12	0.9627192982	0.2218956466
13	0.9692982456	0.2023742613
14	0.9671052632	0.1912138462
15	0.9692982456	0.179745608
16	0.9736842105	0.1691681489
17	0.9780701754	0.1577713873
18	0.9824561404	0.148212319
19	0.9824561404	0.1415427131
20	0.9824561404	0.1360468939
21	0.9824561404	0.1313118554
22	0.9846491228	0.1243200519
23	0.9824561404	0.1177173715
24	0.9846491228	0.1131782495
25	0.9824561404	0.1084515244
26	0.9846491228	0.1040212912
27	0.9846491228	0.1005220684
28	0.9846491228	0.0957326214
29	0.9846491228	0.09305331855
30	0.9846491228	0.09024219792
31	0.9868421053	0.08731802195
32	0.9846491228	0.08606009229
33	0.9868421053	0.0825255309
34	0.9868421053	0.08091403088
35	0.9868421053	0.08056719512
36	0.9868421053	0.07816756324
37	0.9868421053	0.07676252991
38	0.9868421053	0.07416021659
39	0.9868421053	0.07273120953
40	0.9868421053	0.07154181688
41	0.9868421053	0.06996921048
42	0.9890350877	0.06890805164
43	0.9868421053	0.06687686715
44	0.9868421053	0.06586335185
45	0.9890350877	0.06490489757
46	0.9912280702	0.06343339862
47	0.9934210526	0.06225991674
48	0.9934210526	0.0611943659
49	0.9934210526	0.05986294241
50	0.9934210526	0.05853080305
51	0.9934210526	0.05756443267
52	0.9934210526	0.05671767995
53	0.9934210526	0.05603394529
54	0.9956140351	0.05482950477
55	0.9956140351	0.05375105983
56	0.9956140351	0.05319834871
57	0.9956140351	0.05270728388
58	0.9956140351	0.05195391737
59	0.9956140351	0.05079703198
60	0.9956140351	0.05025693081
61	0.9956140351	0.04875953392
62	0.9956140351	0.04754848853
63	0.9956140351	0.04590179793
64	0.9956140351	0.04526422324
65	0.9956140351	0.04483111867
66	0.9956140351	0.04401396124
67	0.9956140351	0.04279490725
68	0.9956140351	0.04198931483
69	0.9978070175	0.04132599344
70	0.9978070175	0.04079275724
71	0.9978070175	0.04002314975
72	0.9978070175	0.0392503983
73	0.9978070175	0.03832062687
74	0.9978070175	0.03755713619
75	0.9978070175	0.03700276634
76	0.9978070175	0.0364365071
77	0.9978070175	0.03580690254
78	0.9978070175	0.03547004737
79	0.9978070175	0.03479758022
80	0.9978070175	0.03415677829
81	0.9978070175	0.03405342048
82	0.9978070175	0.03360514701
83	0.9978070175	0.0331557548
84	0.9978070175	0.0327526849
85	0.9978070175	0.03212521172
86	0.9978070175	0.03177036279
87	0.9978070175	0.03122706784
88	0.9978070175	0.03090691122
89	0.9978070175	0.03022189021
90	0.9978070175	0.03014853176
91	0.9978070175	0.02973822232
92	0.9978070175	0.02922250504
93	0.9978070175	0.02905762753
94	0.9978070175	0.02898944777
95	0.9978070175	0.02892779096
96	0.9978070175	0.02841560559
97	0.9978070175	0.02818607119
98	0.9978070175	0.02774335054
99	0.9978070175	0.02729307866
100	0.9978070175	0.02687442783
101	0.9978070175	0.02647835396
102	0.9978070175	0.02627912437
103	0.9978070175	0.02575779947
104	0.9978070175	0.02548806842
105	1	0.02504719507
106	1	0.02501249789
107	1	0.02472331356
108	1	0.02459031876
109	1	0.02407972644
110	1	0.02358383316
111	1	0.02345176829
112	1	0.02321713846
113	1	0.02310221448
114	1	0.0230551298
115	1	0.02278929116
116	1	0.02227852109
117	1	0.02215004639
118	1	0.02178668843
119	1	0.02162785982
120	1	0.02141082381
121	1	0.02113364673
122	1	0.02107952486
123	1	0.0209600705
124	1	0.02058551036
125	1	0.0202696987
126	1	0.0200434031
127	1	0.02000526914
128	1	0.01992125486
129	1	0.01963658882
130	1	0.01911125032
131	1	0.01893464002
132	1	0.01873964757
133	1	0.01872615444
134	1	0.01863982404
135	1	0.01851026332
136	1	0.01848187404
137	1	0.01816461925
138	1	0.01804226163
139	1	0.01801689475
140	1	0.01792488734
141	1	0.01791307528
142	1	0.01788487806
143	1	0.01782349734
144	1	0.01773225197
145	1	0.01771807422
146	1	0.01769751831
147	1	0.01748043183
148	1	0.01715735526
149	1	0.01714665836
150	1	0.01713694215
151	1	0.01684081754
152	1	0.01681922271
153	1	0.0168098555
154	1	0.01673730798
155	1	0.01667779854
156	1	0.01664827503
157	1	0.0164349707
158	1	0.01642294518
159	1	0.01616411946
160	1	0.01607841715
161	1	0.01590115777
162	1	0.01588501888
163	1	0.01574249345
164	1	0.01565754566
165	1	0.0156391603
166	1	0.0156221616
167	1	0.01556341523
168	1	0.01549966822
169	1	0.01543548866
170	1	0.01541997391
171	1	0.01539668103
172	1	0.01538869102
173	1	0.01536382707
174	1	0.01508371116
175	1	0.01506244164
176	1	0.0150418293
177	1	0.01476220475
178	1	0.0145152262
179	1	0.01449629526
180	1	0.01423076492
181	1	0.01421854981
182	1	0.01414620571
183	1	0.01412860588
184	1	0.01407332232
185	1	0.01405639939
186	1	0.01382754237
187	1	0.01362909185
188	1	0.01361786133
189	1	0.01360662479
190	1	0.01355522702
191	1	0.01354438756
192	1	0.01352891927
193	1	0.01349394659
194	1	0.01322348564
195	1	0.01296351191
196	1	0.01294903052
197	1	0.01290194507
198	1	0.01269060462
199	1	0.0125629613
