iter	Accuracy	Logloss
0	0.9276315789	0.6227460352
1	0.9473684211	0.555149655
2	0.951754386	0.5023123946
3	0.9561403509	0.4576863498
4	0.9583333333	0.4189022263
5	0.9692982456	0.3774505134
6	0.9714912281	0.3430741711
7	0.9714912281	0.3238441874
8	0.9736842105	0.2949336355
9	0.975877193	0.272476086
10	0.9780701754	0.2482963022
11	0.975877193	0.2340699219
12	0.975877193	0.2182788563
13	0.975877193	0.2012375164
14	0.9802631579	0.1884339265
15	0.9802631579	0.1756412845
16	0.9802631579	0.167226728
17	0.9802631579	0.1579391709
18	0.9824561404	0.1511494597
19	0.9846491228	0.1414644545
20	0.9868421053	0.1336882359
21	0.9868421053	0.1285392209
22	0.9890350877	0.1227053856
23	0.9868421053	0.1167506807
24	0.9868421053	0.1112411524
25	0.9890350877	0.1063024814
26	0.9912280702	0.1023072544
27	0.9912280702	0.09865802974
28	0.9912280702	0.09530296833
29	0.9912280702	0.09050244977
30	0.9912280702	0.08767787018
31	0.9912280702	0.08451093104
32	0.9912280702	0.08267710369
33	0.9912280702	0.07992732193
34	0.9912280702	0.07798198627
35	0.9912280702	0.07605961733
36	0.9912280702	0.07432334666
37	0.9912280702	0.07327129213
38	0.9912280702	0.07236700991
39	0.9912280702	0.07132376952
40	0.9912280702	0.0688301641
41	0.9912280702	0.06759473763
42	0.9912280702	0.06638534205
43	0.9912280702	0.06475726849
44	0.9912280702	0.06377130738
45	0.9912280702	0.0623139598
46	0.9912280702	0.06148204946
47	0.9912280702	0.05992541019
48	0.9912280702	0.05914561333
49	0.9912280702	0.05795979749
50	0.9912280702	0.05716952034
51	0.9912280702	0.05639648914
52	0.9912280702	0.05521801048
53	0.9912280702	0.05402457873
54	0.9912280702	0.05320875545
55	0.9912280702	0.05249057648
56	0.9912280702	0.05184448386
57	0.9912280702	0.05069910934
58	0.9912280702	0.04954129425
59	0.9912280702	0.04833040731
60	0.9934210526	0.04757548267
61	0.9934210526	0.04677628514
62	0.9934210526	0.04591197108
63	0.9934210526	0.04558443989
64	0.9934210526	0.04500076898
65	0.9934210526	0.0444641186
66	0.9934210526	0.04397351567
67	0.9934210526	0.04297542129
68	0.9934210526	0.04267432899
69	0.9934210526	0.04198047872
70	0.9934210526	0.04153931841
71	0.9956140351	0.04059390698
72	0.9956140351	0.03995217685
73	0.9956140351	0.03902978569
74	0.9956140351	0.03838004889
75	0.9956140351	0.03771077913
76	0.9956140351	0.03754943977
77	0.9956140351	0.03686326716
78	0.9956140351	0.03651729921
79	0.9956140351	0.03595334376
80	0.9956140351	0.03536661678
81	0.9956140351	0.03455053879
82	0.9956140351	0.03425135223
83	0.9956140351	0.03373211793
84	0.9956140351	0.03329603022
85	0.9956140351	0.03314136501
86	0.9956140351	0.03302292069
87	0.9956140351	0.03233419239
88	0.9956140351	0.03180851294
89	0.9956140351	0.03131951769
90	0.9956140351	0.03082705393
91	0.9956140351	0.03014873785
92	0.9956140351	0.02983753496
93	0.9956140351	0.02931910011
94	0.9956140351	0.02898093196
95	0.9956140351	0.02864571481
96	0.9956140351	0.02843562949
97	0.9978070175	0.0280261232
98	0.9978070175	0.02762591417
99	0.9978070175	0.02751690094
100	0.9978070175	0.02722311307
101	0.9978070175	0.02692015677
102	0.9978070175	0.02651549679
103	0.9978070175	0.0260240976
104	0.9978070175	0.02571678753
105	0.9978070175	0.02529424093
106	0.9978070175	0.02480409075
107	0.9978070175	0.0243974877
108	0.9978070175	0.0241511577
109	1	0.02399506857
110	1	0.02366602003
111	1	0.02342189485
112	1	0.02308480068
113	1	0.02270933094
114	1	0.02232434972
115	1	0.02205112784
116	1	0.02190517339
117	1	0.02170653843
118	1	0.02142445098
119	1	0.02139121446
120	1	0.0211017018
121	1	0.02093995949
122	1	0.02070993826
123	1	0.02058356839
124	1	0.02041345837
125	1	0.01999341307
126	1	0.01988476028
127	1	0.01974912802
128	1	0.01952735647
129	1	0.01926303316
130	1	0.01906026816
131	1	0.01897365049
132	1	0.01885275435
133	1	0.01857626859
134	1	0.01845273953
135	1	0.01824304952
136	1	0.0180998839
137	1	0.01801183023
138	1	0.0177860698
139	1	0.01773000174
140	1	0.01737741506
141	1	0.01728488603
142	1	0.01713977873
143	1	0.01692907451
144	1	0.01670499042
145	1	0.01661154577
146	1	0.01648290873
147	1	0.01641089978
148	1	0.01628150284
149	1	0.01626487075
150	1	0.01619564358
151	1	0.01602967161
152	1	0.0159581545
153	1	0.01592887044
154	1	0.01587225632
155	1	0.01583903361
156	1	0.01576379854
157	1	0.01562802203
158	1	0.01539295745
159	1	0.01521292348
160	1	0.0151167286
161	1	0.015100171
162	1	0.01504181939
163	1	0.01502687629
164	1	0.0148938635
165	1	0.01488502814
166	1	0.01471787592
167	1	0.01442736977
168	1	0.01431507691
169	1	0.01427534615
170	1	0.01410258779
171	1	0.01401229144
172	1	0.013998858
173	1	0.01381092581
174	1	0.01377198482
175	1	0.01366880234
176	1	0.01356280754
177	1	0.01347488789
178	1	0.01343535519
179	1	0.01341643879
180	1	0.01334277191
181	1	0.01333315223
182	1	0.01315637794
183	1	0.01311804744
184	1	0.0131073479
185	1	0.01309654842
186	1	0.01308564313
187	1	0.01308562797
188	1	0.01307865692
189	1	0.01293582755
190	1	0.0129251441
191	1	0.01291913239
192	1	0.01285196461
193	1	0.01284117423
194	1	0.01276505601
195	1	0.01266482995
196	1	0.01253847216
197	1	0.01233926539
198	1	0.01223170905
199	1	0.01218427652
