iter	Accuracy	Logloss
0	0.9385964912	0.6184947106
1	0.9451754386	0.5650982936
2	0.9539473684	0.5118760495
3	0.9473684211	0.4714207098
4	0.9539473684	0.4194027319
5	0.9605263158	0.3902564986
6	0.9561403509	0.3592376012
7	0.9605263158	0.3320286892
8	0.9627192982	0.2996649647
9	0.9605263158	0.2778872729
10	0.9649122807	0.2556207047
11	0.9649122807	0.2447397724
12	0.9714912281	0.2250301896
13	0.9714912281	0.2119215593
14	0.9692982456	0.1957275146
15	0.9714912281	0.1838451685
16	0.975877193	0.1747222414
17	0.975877193	0.1643452897
18	0.975877193	0.1563663856
19	0.9802631579	0.1467577894
20	0.9824561404	0.1391790844
21	0.9802631579	0.1344439552
22	0.9802631579	0.1273910613
23	0.9824561404	0.1213820701
24	0.9846491228	0.1160893932
25	0.9846491228	0.1115491698
26	0.9846491228	0.1070520562
27	0.9846491228	0.1022917545
28	0.9846491228	0.098750092
29	0.9846491228	0.09483755184
30	0.9846491228	0.0914252345
31	0.9846491228	0.08844000167
32	0.9846491228	0.08683388283
33	0.9846491228	0.08513818993
34	0.9846491228	0.08311296804
35	0.9846491228	0.08237224301
36	0.9846491228	0.08191468166
37	0.9846491228	0.08041444851
38	0.9868421053	0.07925616168
39	0.9846491228	0.0770708108
40	0.9846491228	0.07600314525
41	0.9846491228	0.07472107785
42	0.9846491228	0.07405078036
43	0.9846491228	0.07327112623
44	0.9846491228	0.07242624372
45	0.9868421053	0.07038416084
46	0.9868421053	0.06914785539
47	0.9890350877	0.06794103376
48	0.9890350877	0.06761372278
49	0.9890350877	0.06638497974
50	0.9912280702	0.06565932722
51	0.9912280702	0.06488948109
52	0.9912280702	0.06440917859
53	0.9912280702	0.06349689521
54	0.9912280702	0.06191237676
55	0.9912280702	0.06121764117
56	0.9912280702	0.06058014016
57	0.9912280702	0.0598678663
58	0.9912280702	0.05896774079
59	0.9912280702	0.05802958246
60	0.9912280702	0.05668728674
61	0.9912280702	0.05544814813
62	0.9912280702	0.05478132732
63	0.9912280702	0.05421353641
64	0.9912280702	0.05369272195
65	0.9912280702	0.05253247257
66	0.9912280702	0.05212279934
67	0.9912280702	0.05116643496
68	0.9912280702	0.05037816386
69	0.9912280702	0.04967600402
70	0.9912280702	0.0484055678
71	0.9912280702	0.04783366898
72	0.9912280702	0.04662931434
73	0.9912280702	0.04572778226
74	0.9912280702	0.0450333623
75	0.9912280702	0.04436677814
76	0.9912280702	0.04402754433
77	0.9912280702	0.0433009693
78	0.9912280702	0.04321402815
79	0.9912280702	0.04275822892
80	0.9934210526	0.04197556389
81	0.9912280702	0.04147155461
82	0.9934210526	0.04115075406
83	0.9934210526	0.04044345357
84	0.9934210526	0.03980411173
85	0.9934210526	0.03886310427
86	0.9934210526	0.03846544199
87	0.9934210526	0.03811048266
88	0.9934210526	0.03727118455
89	0.9934210526	0.03716985052
90	0.9934210526	0.0369685739
91	0.9934210526	0.03639311385
92	0.9934210526	0.03571446517
93	0.9934210526	0.03525788529
94	0.9934210526	0.0349683782
95	0.9934210526	0.03433080447
96	0.9934210526	0.0342473357
97	0.9956140351	0.03389256585
98	0.9956140351	0.03322282182
99	0.9956140351	0.03275935505
100	0.9956140351	0.03218869814
101	0.9956140351	0.03210126235
102	0.9956140351	0.03179357162
103	0.9978070175	0.03121070782
104	0.9978070175	0.03078951397
105	0.9978070175	0.0303713547
106	0.9978070175	0.03029973699
107	0.9978070175	0.03019991243
108	0.9978070175	0.02982005579
109	0.9978070175	0.02930837071
110	0.9978070175	0.02866513693
111	0.9978070175	0.02848481589
112	0.9978070175	0.02827050242
113	0.9978070175	0.02803198531
114	0.9978070175	0.02747616847
115	0.9978070175	0.02703521384
116	0.9978070175	0.02685634561
117	0.9978070175	0.02664676604
118	0.9978070175	0.02633558976
119	0.9978070175	0.0260979444
120	0.9978070175	0.02574920204
121	0.9978070175	0.02522668695
122	0.9978070175	0.02508214496
123	0.9978070175	0.02496010427
124	0.9978070175	0.02472671206
125	0.9978070175	0.02421357212
126	0.9978070175	0.02403252578
127	0.9978070175	0.0235288035
128	0.9978070175	0.02337955883
129	0.9978070175	0.02295595605
130	0.9978070175	0.02279602079
131	0.9978070175	0.02274791428
132	0.9978070175	0.02247110941
133	0.9978070175	0.02215347705
134	0.9978070175	0.02179959172
135	0.9978070175	0.02158966852
136	0.9978070175	0.0215550437
137	0.9978070175	0.0213581998
138	0.9978070175	0.02122600942
139	0.9978070175	0.02119556478
140	0.9978070175	0.02118602132
141	0.9978070175	0.02109631297
142	1	0.02086201094
143	1	0.02064921981
144	1	0.02045445899
145	1	0.02019055574
146	1	0.01984597862
147	1	0.01971576843
148	1	0.01967520343
149	1	0.01966061022
150	1	0.01946139982
151	1	0.01924645708
152	1	0.01921855328
153	1	0.01921116051
154	1	0.01898379718
155	1	0.01878399766
156	1	0.01876568797
157	1	0.01874345625
158	1	0.01873242873
159	1	0.01858678719
160	1	0.01849371829
161	1	0.0184812614
162	1	0.01828373481
163	1	0.01827385284
164	1	0.01801732773
165	1	0.01770868024
166	1	0.01756220883
167	1	0.01754657231
168	1	0.01753855559
169	1	0.01752262136
170	1	0.01750540512
171	1	0.01744432547
172	1	0.01743142276
173	1	0.01729037187
174	1	0.01727700079
175	1	0.01726399171
176	1	0.01725392767
177	1	0.0170709918
178	1	0.01693395162
179	1	0.01661685944
180	1	0.0165473296
181	1	0.01632631218
182	1	0.01614860331
183	1	0.01594611333
184	1	0.01584948661
185	1	0.0158413232
186	1	0.01572559008
187	1	0.01558114242
188	1	0.01546712701
189	1	0.01535975969
190	1	0.01520109577
191	1	0.01519455131
192	1	0.01518508509
193	1	0.01501664839
194	1	0.01477689545
195	1	0.01463252913
196	1	0.01462188829
197	1	0.01461209741
198	1	0.01456514757
199	1	0.01455658058
